Entry	Entry Name
A0A075B749	A0A075B749_HUMAN
A0A075B752	A0A075B752_HUMAN
A0A075B754	A0A075B754_HUMAN
A0A075B763	A0A075B763_HUMAN
A0A075B765	A0A075B765_HUMAN
A0A075B768	A0A075B768_HUMAN
A0A075B769	A0A075B769_HUMAN
A0A075B770	A0A075B770_HUMAN
A0A075B771	A0A075B771_HUMAN
A0A075B772	A0A075B772_HUMAN
A0A075B774	A0A075B774_HUMAN
A0A075B777	A0A075B777_HUMAN
A0A075B778	A0A075B778_HUMAN
A0A075B789	A0A075B789_HUMAN
A0A075B791	A0A075B791_HUMAN
A0A075B794	A0A075B794_HUMAN
A0A075B795	A0A075B795_HUMAN
A0A075B796	A0A075B796_HUMAN
A0A075B798	A0A075B798_HUMAN
A0A075B7A4	A0A075B7A4_HUMAN
A0A075B7A5	A0A075B7A5_HUMAN
A0A075B7A6	A0A075B7A6_HUMAN
A0A075B7A9	A0A075B7A9_HUMAN
A0A075B7B0	A0A075B7B0_HUMAN
A0A075B7B2	A0A075B7B2_HUMAN
A0A075B7C0	A0A075B7C0_HUMAN
A0A075B7C1	A0A075B7C1_HUMAN
A0A075B7C2	A0A075B7C2_HUMAN
A0A075B7C5	A0A075B7C5_HUMAN
A0A075B7C7	A0A075B7C7_HUMAN
A0A075B7D1	A0A075B7D1_HUMAN
A0A075B7D3	A0A075B7D3_HUMAN
A0A075B7D5	A0A075B7D5_HUMAN
A0A075B7D6	A0A075B7D6_HUMAN
A0A075B7D9	A0A075B7D9_HUMAN
A0A075B7E2	A0A075B7E2_HUMAN
A0A075B7E4	A0A075B7E4_HUMAN
A0A075B7E6	A0A075B7E6_HUMAN
A0A075B7E7	A0A075B7E7_HUMAN
A0A075B7E9	A0A075B7E9_HUMAN
A0A075B7F2	A0A075B7F2_HUMAN
A0A075B7F5	A0A075B7F5_HUMAN
A0A075B7F7	A0A075B7F7_HUMAN
A0A075B7G8	A0A075B7G8_HUMAN
A0A075BNY0	A0A075BNY0_HUMAN
A0A075BPH5	A0A075BPH5_HUMAN
A0A075BPP5	A0A075BPP5_HUMAN
A0A075BRI2	A0A075BRI2_HUMAN
A0A075BRJ5	A0A075BRJ5_HUMAN
A0A075DD83	A0A075DD83_MOUSE
A0A075DDR2	A0A075DDR2_HUMAN
A0A075F5C6	A0A075F5C6_MOUSE
A0A075F6C2	A0A075F6C2_MOUSE
A0A075F882	A0A075F882_MOUSE
A0A075M4J2	A0A075M4J2_HUMAN
A0A075M4W8	A0A075M4W8_HUMAN
A0A075QB04	A0A075QB04_HUMAN
A0A075TKX8	A0A075TKX8_HUMAN
A0A075TSG1	A0A075TSG1_HUMAN
A0A075X6P5	A0A075X6P5_HUMAN
A0A075X6Y8	A0A075X6Y8_HUMAN
A0A075X8I1	A0A075X8I1_HUMAN
A0A076JWY8	A0A076JWY8_HUMAN
A0A076L4M5	A0A076L4M5_HUMAN
A0A076N180	A0A076N180_HUMAN
A0A076N1C3	A0A076N1C3_MOUSE
A0A076N2Z3	A0A076N2Z3_HUMAN
A0A076N402	A0A076N402_MOUSE
A0A076N408	A0A076N408_HUMAN
A0A076N8A1	A0A076N8A1_MOUSE
A0A076N8A7	A0A076N8A7_HUMAN
A0A076N9H0	A0A076N9H0_HUMAN
A0A076N9K1	A0A076N9K1_MOUSE
A0A076N9K6	A0A076N9K6_MOUSE
A0A076NA11	A0A076NA11_HUMAN
A0A076NBC4	A0A076NBC4_MOUSE
A0A076NBC8	A0A076NBC8_HUMAN
A0A076V767	A0A076V767_HUMAN
A0A076VAC5	A0A076VAC5_HUMAN
A0A076VEF9	A0A076VEF9_HUMAN
A0A076YGN1	A0A076YGN1_HUMAN
A0A076YN63	A0A076YN63_HUMAN
A0A077B742	A0A077B742_HUMAN
A0A077DBJ4	A0A077DBJ4_HUMAN
A0A077GYB2	A0A077GYB2_HUMAN
A0A077GYG3	A0A077GYG3_HUMAN
A0A077GZB6	A0A077GZB6_HUMAN
A0A077GZU2	A0A077GZU2_HUMAN
A0A077GZZ5	A0A077GZZ5_HUMAN
A0A077H155	A0A077H155_HUMAN
A0A077H1I5	A0A077H1I5_HUMAN
A0A077H3X4	A0A077H3X4_HUMAN
A0A077H423	A0A077H423_HUMAN
A0A077JIU5	A0A077JIU5_HUMAN
A0A077JJN3	A0A077JJN3_HUMAN
A0A077K9W9	A0A077K9W9_MOUSE
A0A077QPI2	A0A077QPI2_HUMAN
A0A077QPL9	A0A077QPL9_HUMAN
A0A077QWU1	A0A077QWU1_HUMAN
A0A077S1H9	A0A077S1H9_MOUSE
A0A077S9Z4	A0A077S9Z4_MOUSE
A0A077XLA2	A0A077XLA2_HUMAN
A0A077XNE3	A0A077XNE3_HUMAN
A0A077YED4	A0A077YED4_HUMAN
A0A077YFH3	A0A077YFH3_HUMAN
A0A077YGR4	A0A077YGR4_HUMAN
A0A078BQE0	A0A078BQE0_HUMAN
A0A078BRP7	A0A078BRP7_HUMAN
A0A078BS90	A0A078BS90_HUMAN
A0A078K2P5	A0A078K2P5_HUMAN
A0A078K598	A0A078K598_HUMAN
A0A078N0E5	A0A078N0E5_HUMAN
A0A078N210	A0A078N210_HUMAN
A0A080YUZ6	A0A080YUZ6_HUMAN
A0A080YUZ8	A0A080YUZ8_HUMAN
A0A080YUZ9	A0A080YUZ9_HUMAN
A0A087WNL0	A0A087WNL0_MOUSE
A0A087WNL1	A0A087WNL1_MOUSE
A0A087WNL2	A0A087WNL2_MOUSE
A0A087WNL3	A0A087WNL3_MOUSE
A0A087WNL4	A0A087WNL4_MOUSE
A0A087WNL5	A0A087WNL5_MOUSE
A0A087WNL9	A0A087WNL9_MOUSE
A0A087WNM0	A0A087WNM0_MOUSE
A0A087WNM2	A0A087WNM2_MOUSE
A0A087WNM4	A0A087WNM4_MOUSE
A0A087WNM5	A0A087WNM5_MOUSE
A0A087WNN1	A0A087WNN1_MOUSE
A0A087WNN3	A0A087WNN3_MOUSE
A0A087WNN4	A0A087WNN4_MOUSE
A0A087WNN6	A0A087WNN6_MOUSE
A0A087WNN7	A0A087WNN7_MOUSE
A0A087WNN8	A0A087WNN8_MOUSE
A0A087WNN9	A0A087WNN9_MOUSE
A0A087WNP0	A0A087WNP0_MOUSE
A0A087WNP4	A0A087WNP4_MOUSE
A0A087WNP6	A0A087WNP6_MOUSE
A0A087WNP8	A0A087WNP8_MOUSE
A0A087WNQ0	A0A087WNQ0_MOUSE
A0A087WNQ1	A0A087WNQ1_MOUSE
A0A087WNQ2	A0A087WNQ2_MOUSE
A0A087WNQ4	A0A087WNQ4_MOUSE
A0A087WNQ7	A0A087WNQ7_MOUSE
A0A087WNQ8	A0A087WNQ8_MOUSE
A0A087WNQ9	A0A087WNQ9_MOUSE
A0A087WNR1	A0A087WNR1_MOUSE
A0A087WNR2	A0A087WNR2_MOUSE
A0A087WNR3	A0A087WNR3_MOUSE
A0A087WNR4	A0A087WNR4_MOUSE
A0A087WNR5	A0A087WNR5_MOUSE
A0A087WNR7	A0A087WNR7_MOUSE
A0A087WNR9	A0A087WNR9_MOUSE
A0A087WNS2	A0A087WNS2_MOUSE
A0A087WNS5	A0A087WNS5_MOUSE
A0A087WNS6	A0A087WNS6_MOUSE
A0A087WNS9	A0A087WNS9_MOUSE
A0A087WNT4	A0A087WNT4_MOUSE
A0A087WNT5	A0A087WNT5_MOUSE
A0A087WNT6	A0A087WNT6_MOUSE
A0A087WNT7	A0A087WNT7_MOUSE
A0A087WNT8	A0A087WNT8_MOUSE
A0A087WNT9	A0A087WNT9_MOUSE
A0A087WNU1	A0A087WNU1_MOUSE
A0A087WNU2	A0A087WNU2_MOUSE
A0A087WNU3	A0A087WNU3_MOUSE
A0A087WNU5	A0A087WNU5_MOUSE
A0A087WNU6	A0A087WNU6_MOUSE
A0A087WNU8	A0A087WNU8_MOUSE
A0A087WNV4	A0A087WNV4_MOUSE
A0A087WNV6	A0A087WNV6_MOUSE
A0A087WNV7	A0A087WNV7_MOUSE
A0A087WNW0	A0A087WNW0_MOUSE
A0A087WNW1	A0A087WNW1_MOUSE
A0A087WNW4	A0A087WNW4_MOUSE
A0A087WNW5	A0A087WNW5_MOUSE
A0A087WNW9	A0A087WNW9_MOUSE
A0A087WNX0	A0A087WNX0_MOUSE
A0A087WNX5	A0A087WNX5_MOUSE
A0A087WNX9	A0A087WNX9_MOUSE
A0A087WNY0	A0A087WNY0_MOUSE
A0A087WNY3	A0A087WNY3_MOUSE
A0A087WNY6	A0A087WNY6_MOUSE
A0A087WNZ2	A0A087WNZ2_MOUSE
A0A087WNZ4	A0A087WNZ4_MOUSE
A0A087WNZ5	A0A087WNZ5_MOUSE
A0A087WNZ6	A0A087WNZ6_MOUSE
A0A087WP00	A0A087WP00_MOUSE
A0A087WP03	A0A087WP03_MOUSE
A0A087WP07	A0A087WP07_MOUSE
A0A087WP08	A0A087WP08_MOUSE
A0A087WP12	A0A087WP12_MOUSE
A0A087WP13	A0A087WP13_MOUSE
A0A087WP15	A0A087WP15_MOUSE
A0A087WP16	A0A087WP16_MOUSE
A0A087WP18	A0A087WP18_MOUSE
A0A087WP19	A0A087WP19_MOUSE
A0A087WP21	A0A087WP21_MOUSE
A0A087WP25	A0A087WP25_MOUSE
A0A087WP26	A0A087WP26_MOUSE
A0A087WP28	A0A087WP28_MOUSE
A0A087WP31	A0A087WP31_MOUSE
A0A087WP32	A0A087WP32_MOUSE
A0A087WP35	A0A087WP35_MOUSE
A0A087WP36	A0A087WP36_MOUSE
A0A087WP37	A0A087WP37_MOUSE
A0A087WP40	A0A087WP40_MOUSE
A0A087WP43	A0A087WP43_MOUSE
A0A087WP45	A0A087WP45_MOUSE
A0A087WP47	A0A087WP47_MOUSE
A0A087WP49	A0A087WP49_MOUSE
A0A087WP52	A0A087WP52_MOUSE
A0A087WP53	A0A087WP53_MOUSE
A0A087WP54	A0A087WP54_MOUSE
A0A087WP55	A0A087WP55_MOUSE
A0A087WP57	A0A087WP57_MOUSE
A0A087WP61	A0A087WP61_MOUSE
A0A087WP62	A0A087WP62_MOUSE
A0A087WP65	A0A087WP65_MOUSE
A0A087WP70	A0A087WP70_MOUSE
A0A087WP73	A0A087WP73_MOUSE
A0A087WP74	A0A087WP74_MOUSE
A0A087WP75	A0A087WP75_MOUSE
A0A087WP76	A0A087WP76_MOUSE
A0A087WP77	A0A087WP77_MOUSE
A0A087WP86	A0A087WP86_MOUSE
A0A087WP89	A0A087WP89_MOUSE
A0A087WP90	A0A087WP90_MOUSE
A0A087WP91	A0A087WP91_MOUSE
A0A087WP92	A0A087WP92_MOUSE
A0A087WP93	A0A087WP93_MOUSE
A0A087WP95	A0A087WP95_MOUSE
A0A087WP96	A0A087WP96_MOUSE
A0A087WP99	A0A087WP99_MOUSE
A0A087WPA0	A0A087WPA0_MOUSE
A0A087WPA3	A0A087WPA3_MOUSE
A0A087WPA4	A0A087WPA4_MOUSE
A0A087WPA5	A0A087WPA5_MOUSE
A0A087WPA7	A0A087WPA7_MOUSE
A0A087WPA8	A0A087WPA8_MOUSE
A0A087WPA9	A0A087WPA9_MOUSE
A0A087WPB1	A0A087WPB1_MOUSE
A0A087WPB2	A0A087WPB2_MOUSE
A0A087WPB5	A0A087WPB5_MOUSE
A0A087WPB6	A0A087WPB6_MOUSE
A0A087WPB8	A0A087WPB8_MOUSE
A0A087WPC0	A0A087WPC0_MOUSE
A0A087WPC1	A0A087WPC1_MOUSE
A0A087WPC2	A0A087WPC2_MOUSE
A0A087WPC5	A0A087WPC5_MOUSE
A0A087WPC7	A0A087WPC7_MOUSE
A0A087WPC9	A0A087WPC9_MOUSE
A0A087WPD2	A0A087WPD2_MOUSE
A0A087WPD3	A0A087WPD3_MOUSE
A0A087WPD7	A0A087WPD7_MOUSE
A0A087WPD8	A0A087WPD8_MOUSE
A0A087WPD9	A0A087WPD9_MOUSE
A0A087WPE0	A0A087WPE0_MOUSE
A0A087WPE1	A0A087WPE1_MOUSE
A0A087WPE2	A0A087WPE2_MOUSE
A0A087WPE4	A0A087WPE4_MOUSE
A0A087WPE5	A0A087WPE5_MOUSE
A0A087WPE8	A0A087WPE8_MOUSE
A0A087WPF0	A0A087WPF0_MOUSE
A0A087WPF1	A0A087WPF1_MOUSE
A0A087WPF2	A0A087WPF2_MOUSE
A0A087WPF3	A0A087WPF3_MOUSE
A0A087WPF4	A0A087WPF4_MOUSE
A0A087WPF5	A0A087WPF5_MOUSE
A0A087WPF6	A0A087WPF6_MOUSE
A0A087WPF9	A0A087WPF9_MOUSE
A0A087WPG3	A0A087WPG3_MOUSE
A0A087WPG6	A0A087WPG6_MOUSE
A0A087WPG7	A0A087WPG7_MOUSE
A0A087WPG9	A0A087WPG9_MOUSE
A0A087WPH0	A0A087WPH0_MOUSE
A0A087WPH2	A0A087WPH2_MOUSE
A0A087WPH4	A0A087WPH4_MOUSE
A0A087WPH5	A0A087WPH5_MOUSE
A0A087WPH6	A0A087WPH6_MOUSE
A0A087WPH7	A0A087WPH7_MOUSE
A0A087WPI0	A0A087WPI0_MOUSE
A0A087WPI1	A0A087WPI1_MOUSE
A0A087WPI2	A0A087WPI2_MOUSE
A0A087WPI3	A0A087WPI3_MOUSE
A0A087WPI4	A0A087WPI4_MOUSE
A0A087WPI5	A0A087WPI5_MOUSE
A0A087WPI6	A0A087WPI6_MOUSE
A0A087WPI9	A0A087WPI9_MOUSE
A0A087WPJ1	A0A087WPJ1_MOUSE
A0A087WPJ2	A0A087WPJ2_MOUSE
A0A087WPJ5	A0A087WPJ5_MOUSE
A0A087WPJ6	A0A087WPJ6_MOUSE
A0A087WPJ9	A0A087WPJ9_MOUSE
A0A087WPK2	A0A087WPK2_MOUSE
A0A087WPK3	A0A087WPK3_MOUSE
A0A087WPK4	A0A087WPK4_MOUSE
A0A087WPK5	A0A087WPK5_MOUSE
A0A087WPK7	A0A087WPK7_MOUSE
A0A087WPK8	A0A087WPK8_MOUSE
A0A087WPK9	A0A087WPK9_MOUSE
A0A087WPL0	A0A087WPL0_MOUSE
A0A087WPL1	A0A087WPL1_MOUSE
A0A087WPL2	A0A087WPL2_MOUSE
A0A087WPL3	A0A087WPL3_MOUSE
A0A087WPM0	A0A087WPM0_MOUSE
A0A087WPM1	A0A087WPM1_MOUSE
A0A087WPM3	A0A087WPM3_MOUSE
A0A087WPM5	A0A087WPM5_MOUSE
A0A087WPM6	A0A087WPM6_MOUSE
A0A087WPM8	A0A087WPM8_MOUSE
A0A087WPM9	A0A087WPM9_MOUSE
A0A087WPN2	A0A087WPN2_MOUSE
A0A087WPN4	A0A087WPN4_MOUSE
A0A087WPN7	A0A087WPN7_MOUSE
A0A087WPN9	A0A087WPN9_MOUSE
A0A087WPP2	A0A087WPP2_MOUSE
A0A087WPP3	A0A087WPP3_MOUSE
A0A087WPP5	A0A087WPP5_MOUSE
A0A087WPP6	A0A087WPP6_MOUSE
A0A087WPP7	A0A087WPP7_MOUSE
A0A087WPP9	A0A087WPP9_MOUSE
A0A087WPQ2	A0A087WPQ2_MOUSE
A0A087WPQ3	A0A087WPQ3_MOUSE
A0A087WPQ4	A0A087WPQ4_MOUSE
A0A087WPQ7	A0A087WPQ7_MOUSE
A0A087WPQ8	A0A087WPQ8_MOUSE
A0A087WPR0	A0A087WPR0_MOUSE
A0A087WPR6	A0A087WPR6_MOUSE
A0A087WPR9	A0A087WPR9_MOUSE
A0A087WPS0	A0A087WPS0_MOUSE
A0A087WPS2	A0A087WPS2_MOUSE
A0A087WPS3	A0A087WPS3_MOUSE
A0A087WPS4	A0A087WPS4_MOUSE
A0A087WPS6	A0A087WPS6_MOUSE
A0A087WPS7	A0A087WPS7_MOUSE
A0A087WPS8	A0A087WPS8_MOUSE
A0A087WPS9	A0A087WPS9_MOUSE
A0A087WPT0	A0A087WPT0_MOUSE
A0A087WPT1	A0A087WPT1_MOUSE
A0A087WPT3	A0A087WPT3_MOUSE
A0A087WPT5	A0A087WPT5_MOUSE
A0A087WPT6	A0A087WPT6_MOUSE
A0A087WPT9	A0A087WPT9_MOUSE
A0A087WPU0	A0A087WPU0_MOUSE
A0A087WPU2	A0A087WPU2_MOUSE
A0A087WPU7	A0A087WPU7_MOUSE
A0A087WPU9	A0A087WPU9_MOUSE
A0A087WPV0	A0A087WPV0_MOUSE
A0A087WPV1	A0A087WPV1_MOUSE
A0A087WPV3	A0A087WPV3_MOUSE
A0A087WPV6	A0A087WPV6_MOUSE
A0A087WPV7	A0A087WPV7_MOUSE
A0A087WPV8	A0A087WPV8_MOUSE
A0A087WPV9	A0A087WPV9_MOUSE
A0A087WPW0	A0A087WPW0_MOUSE
A0A087WPW1	A0A087WPW1_MOUSE
A0A087WPW2	A0A087WPW2_MOUSE
A0A087WPW3	A0A087WPW3_MOUSE
A0A087WPW6	A0A087WPW6_MOUSE
A0A087WPW7	A0A087WPW7_MOUSE
A0A087WPX5	A0A087WPX5_MOUSE
A0A087WPX6	A0A087WPX6_MOUSE
A0A087WPX7	A0A087WPX7_MOUSE
A0A087WPX8	A0A087WPX8_MOUSE
A0A087WPX9	A0A087WPX9_MOUSE
A0A087WPY0	A0A087WPY0_MOUSE
A0A087WPY2	A0A087WPY2_MOUSE
A0A087WPY4	A0A087WPY4_MOUSE
A0A087WPY5	A0A087WPY5_MOUSE
A0A087WPY9	A0A087WPY9_MOUSE
A0A087WPZ0	A0A087WPZ0_MOUSE
A0A087WPZ1	A0A087WPZ1_MOUSE
A0A087WPZ3	A0A087WPZ3_MOUSE
A0A087WPZ7	A0A087WPZ7_MOUSE
A0A087WPZ9	A0A087WPZ9_MOUSE
A0A087WQ02	A0A087WQ02_MOUSE
A0A087WQ05	A0A087WQ05_MOUSE
A0A087WQ06	A0A087WQ06_MOUSE
A0A087WQ08	A0A087WQ08_MOUSE
A0A087WQ09	A0A087WQ09_MOUSE
A0A087WQ10	A0A087WQ10_MOUSE
A0A087WQ14	A0A087WQ14_MOUSE
A0A087WQ15	A0A087WQ15_MOUSE
A0A087WQ18	A0A087WQ18_MOUSE
A0A087WQ19	A0A087WQ19_MOUSE
A0A087WQ22	A0A087WQ22_MOUSE
A0A087WQ24	A0A087WQ24_MOUSE
A0A087WQ27	A0A087WQ27_MOUSE
A0A087WQ28	A0A087WQ28_MOUSE
A0A087WQ29	A0A087WQ29_MOUSE
A0A087WQ33	A0A087WQ33_MOUSE
A0A087WQ34	A0A087WQ34_MOUSE
A0A087WQ36	A0A087WQ36_MOUSE
A0A087WQ37	A0A087WQ37_MOUSE
A0A087WQ38	A0A087WQ38_MOUSE
A0A087WQ40	A0A087WQ40_MOUSE
A0A087WQ42	A0A087WQ42_MOUSE
A0A087WQ46	A0A087WQ46_MOUSE
A0A087WQ47	A0A087WQ47_MOUSE
A0A087WQ50	A0A087WQ50_MOUSE
A0A087WQ55	A0A087WQ55_MOUSE
A0A087WQ56	A0A087WQ56_MOUSE
A0A087WQ57	A0A087WQ57_MOUSE
A0A087WQ58	A0A087WQ58_MOUSE
A0A087WQ59	A0A087WQ59_MOUSE
A0A087WQ61	A0A087WQ61_MOUSE
A0A087WQ63	A0A087WQ63_MOUSE
A0A087WQ64	A0A087WQ64_MOUSE
A0A087WQ65	A0A087WQ65_MOUSE
A0A087WQ67	A0A087WQ67_MOUSE
A0A087WQ68	A0A087WQ68_MOUSE
A0A087WQ70	A0A087WQ70_MOUSE
A0A087WQ74	A0A087WQ74_MOUSE
A0A087WQ75	A0A087WQ75_MOUSE
A0A087WQ76	A0A087WQ76_MOUSE
A0A087WQ77	A0A087WQ77_MOUSE
A0A087WQ78	A0A087WQ78_MOUSE
A0A087WQ79	A0A087WQ79_MOUSE
A0A087WQ80	A0A087WQ80_MOUSE
A0A087WQ81	A0A087WQ81_MOUSE
A0A087WQ82	A0A087WQ82_MOUSE
A0A087WQ83	A0A087WQ83_MOUSE
A0A087WQ84	A0A087WQ84_MOUSE
A0A087WQ85	A0A087WQ85_MOUSE
A0A087WQ87	A0A087WQ87_MOUSE
A0A087WQ89	A0A087WQ89_MOUSE
A0A087WQ92	A0A087WQ92_MOUSE
A0A087WQ93	A0A087WQ93_MOUSE
A0A087WQ94	A0A087WQ94_MOUSE
A0A087WQ96	A0A087WQ96_MOUSE
A0A087WQ97	A0A087WQ97_MOUSE
A0A087WQA0	A0A087WQA0_MOUSE
A0A087WQA1	A0A087WQA1_MOUSE
A0A087WQA2	A0A087WQA2_MOUSE
A0A087WQA4	A0A087WQA4_MOUSE
A0A087WQA6	A0A087WQA6_MOUSE
A0A087WQA9	A0A087WQA9_MOUSE
A0A087WQB3	A0A087WQB3_MOUSE
A0A087WQB5	A0A087WQB5_MOUSE
A0A087WQB7	A0A087WQB7_MOUSE
A0A087WQB9	A0A087WQB9_MOUSE
A0A087WQC1	A0A087WQC1_MOUSE
A0A087WQC3	A0A087WQC3_MOUSE
A0A087WQC5	A0A087WQC5_MOUSE
A0A087WQC7	A0A087WQC7_MOUSE
A0A087WQD1	A0A087WQD1_MOUSE
A0A087WQD2	A0A087WQD2_MOUSE
A0A087WQD9	A0A087WQD9_MOUSE
A0A087WQE0	A0A087WQE0_MOUSE
A0A087WQE3	A0A087WQE3_MOUSE
A0A087WQE4	A0A087WQE4_MOUSE
A0A087WQE6	A0A087WQE6_MOUSE
A0A087WQE9	A0A087WQE9_MOUSE
A0A087WQF2	A0A087WQF2_MOUSE
A0A087WQF3	A0A087WQF3_MOUSE
A0A087WQF6	A0A087WQF6_MOUSE
A0A087WQF7	A0A087WQF7_MOUSE
A0A087WQF9	A0A087WQF9_MOUSE
A0A087WQG0	A0A087WQG0_MOUSE
A0A087WQG1	A0A087WQG1_MOUSE
A0A087WQG5	A0A087WQG5_MOUSE
A0A087WQG9	A0A087WQG9_MOUSE
A0A087WQH0	A0A087WQH0_MOUSE
A0A087WQH1	A0A087WQH1_MOUSE
A0A087WQH2	A0A087WQH2_MOUSE
A0A087WQH3	A0A087WQH3_MOUSE
A0A087WQH5	A0A087WQH5_MOUSE
A0A087WQI0	A0A087WQI0_MOUSE
A0A087WQI1	A0A087WQI1_MOUSE
A0A087WQI4	A0A087WQI4_MOUSE
A0A087WQI5	A0A087WQI5_MOUSE
A0A087WQI7	A0A087WQI7_MOUSE
A0A087WQI8	A0A087WQI8_MOUSE
A0A087WQJ1	A0A087WQJ1_MOUSE
A0A087WQJ2	A0A087WQJ2_MOUSE
A0A087WQJ5	A0A087WQJ5_MOUSE
A0A087WQJ6	A0A087WQJ6_MOUSE
A0A087WQJ7	A0A087WQJ7_MOUSE
A0A087WQJ9	A0A087WQJ9_MOUSE
A0A087WQK2	A0A087WQK2_MOUSE
A0A087WQK3	A0A087WQK3_MOUSE
A0A087WQK6	A0A087WQK6_MOUSE
A0A087WQK7	A0A087WQK7_MOUSE
A0A087WQL0	A0A087WQL0_MOUSE
A0A087WQL1	A0A087WQL1_MOUSE
A0A087WQL2	A0A087WQL2_MOUSE
A0A087WQL3	A0A087WQL3_MOUSE
A0A087WQL4	A0A087WQL4_MOUSE
A0A087WQL5	A0A087WQL5_MOUSE
A0A087WQL6	A0A087WQL6_MOUSE
A0A087WQL9	A0A087WQL9_MOUSE
A0A087WQM1	A0A087WQM1_MOUSE
A0A087WQM2	A0A087WQM2_MOUSE
A0A087WQM3	A0A087WQM3_MOUSE
A0A087WQM4	A0A087WQM4_MOUSE
A0A087WQM6	A0A087WQM6_MOUSE
A0A087WQM7	A0A087WQM7_MOUSE
A0A087WQM9	A0A087WQM9_MOUSE
A0A087WQN3	A0A087WQN3_MOUSE
A0A087WQN6	A0A087WQN6_MOUSE
A0A087WQP1	A0A087WQP1_MOUSE
A0A087WQP5	A0A087WQP5_MOUSE
A0A087WQP6	A0A087WQP6_MOUSE
A0A087WQP8	A0A087WQP8_MOUSE
A0A087WQP9	A0A087WQP9_MOUSE
A0A087WQQ0	A0A087WQQ0_MOUSE
A0A087WQQ1	A0A087WQQ1_MOUSE
A0A087WQQ2	A0A087WQQ2_MOUSE
A0A087WQQ3	A0A087WQQ3_MOUSE
A0A087WQQ4	A0A087WQQ4_MOUSE
A0A087WQQ7	A0A087WQQ7_MOUSE
A0A087WQQ9	A0A087WQQ9_MOUSE
A0A087WQR2	A0A087WQR2_MOUSE
A0A087WQR4	A0A087WQR4_MOUSE
A0A087WQR6	A0A087WQR6_MOUSE
A0A087WQR7	A0A087WQR7_MOUSE
A0A087WQR9	A0A087WQR9_MOUSE
A0A087WQS2	A0A087WQS2_MOUSE
A0A087WQS3	A0A087WQS3_MOUSE
A0A087WQS5	A0A087WQS5_MOUSE
A0A087WQT2	A0A087WQT2_MOUSE
A0A087WQT3	A0A087WQT3_MOUSE
A0A087WQT4	A0A087WQT4_MOUSE
A0A087WQT5	A0A087WQT5_MOUSE
A0A087WQT7	A0A087WQT7_MOUSE
A0A087WQU0	A0A087WQU0_MOUSE
A0A087WQU2	A0A087WQU2_MOUSE
A0A087WQU4	A0A087WQU4_MOUSE
A0A087WQU5	A0A087WQU5_MOUSE
A0A087WQU7	A0A087WQU7_MOUSE
A0A087WQU8	A0A087WQU8_MOUSE
A0A087WQV0	A0A087WQV0_MOUSE
A0A087WQV3	A0A087WQV3_MOUSE
A0A087WQV4	A0A087WQV4_MOUSE
A0A087WQV5	A0A087WQV5_MOUSE
A0A087WQV6	A0A087WQV6_MOUSE
A0A087WQV7	A0A087WQV7_MOUSE
A0A087WQV9	A0A087WQV9_MOUSE
A0A087WQW1	A0A087WQW1_MOUSE
A0A087WQW3	A0A087WQW3_MOUSE
A0A087WQW4	A0A087WQW4_MOUSE
A0A087WQW5	A0A087WQW5_MOUSE
A0A087WQW8	A0A087WQW8_MOUSE
A0A087WQX0	A0A087WQX0_MOUSE
A0A087WQX2	A0A087WQX2_MOUSE
A0A087WQX4	A0A087WQX4_MOUSE
A0A087WQX6	A0A087WQX6_MOUSE
A0A087WQX7	A0A087WQX7_MOUSE
A0A087WQX8	A0A087WQX8_MOUSE
A0A087WQX9	A0A087WQX9_MOUSE
A0A087WQY2	A0A087WQY2_MOUSE
A0A087WQY7	A0A087WQY7_MOUSE
A0A087WQY9	A0A087WQY9_MOUSE
A0A087WQZ2	A0A087WQZ2_MOUSE
A0A087WQZ4	A0A087WQZ4_MOUSE
A0A087WQZ5	A0A087WQZ5_MOUSE
A0A087WQZ6	A0A087WQZ6_MOUSE
A0A087WQZ9	A0A087WQZ9_MOUSE
A0A087WR00	A0A087WR00_MOUSE
A0A087WR01	A0A087WR01_MOUSE
A0A087WR04	A0A087WR04_MOUSE
A0A087WR05	A0A087WR05_MOUSE
A0A087WR06	A0A087WR06_MOUSE
A0A087WR07	A0A087WR07_MOUSE
A0A087WR08	A0A087WR08_MOUSE
A0A087WR09	A0A087WR09_MOUSE
A0A087WR11	A0A087WR11_MOUSE
A0A087WR14	A0A087WR14_MOUSE
A0A087WR15	A0A087WR15_MOUSE
A0A087WR17	A0A087WR17_MOUSE
A0A087WR20	A0A087WR20_MOUSE
A0A087WR26	A0A087WR26_MOUSE
A0A087WR27	A0A087WR27_MOUSE
A0A087WR28	A0A087WR28_MOUSE
A0A087WR29	A0A087WR29_MOUSE
A0A087WR31	A0A087WR31_MOUSE
A0A087WR32	A0A087WR32_MOUSE
A0A087WR33	A0A087WR33_MOUSE
A0A087WR37	A0A087WR37_MOUSE
A0A087WR38	A0A087WR38_MOUSE
A0A087WR39	A0A087WR39_MOUSE
A0A087WR40	A0A087WR40_MOUSE
A0A087WR41	A0A087WR41_MOUSE
A0A087WR44	A0A087WR44_MOUSE
A0A087WR45	A0A087WR45_MOUSE
A0A087WR47	A0A087WR47_MOUSE
A0A087WR49	A0A087WR49_MOUSE
A0A087WR51	A0A087WR51_MOUSE
A0A087WR56	A0A087WR56_MOUSE
A0A087WR57	A0A087WR57_MOUSE
