Entry	Entry Name
F6ZDL8	F6ZDL8_MOUSE
F6ZGI7	F6ZGI7_MOUSE
F6ZKZ3	F6ZKZ3_MOUSE
F6ZS70	F6ZS70_MOUSE
F7A6P6	F7A6P6_MOUSE
F7ABZ6	F7ABZ6_MOUSE
F7ACR9	F7ACR9_MOUSE
F7AD18	F7AD18_MOUSE
F7AN16	F7AN16_MOUSE
F7AST3	F7AST3_MOUSE
F7B4F0	F7B4F0_MOUSE
F7B9G4	F7B9G4_MOUSE
F7BA29	F7BA29_MOUSE
F7BC60	F7BC60_MOUSE
F7BDP4	F7BDP4_MOUSE
F7BI35	F7BI35_MOUSE
F7BPW6	F7BPW6_MOUSE
F7BQ55	F7BQ55_MOUSE
F7BQW7	F7BQW7_MOUSE
F7BX26	F7BX26_MOUSE
F7C090	F7C090_MOUSE
F7CDT0	F7CDT0_MOUSE
F7CJ77	F7CJ77_MOUSE
F7CK55	F7CK55_MOUSE
F7CNJ1	F7CNJ1_MOUSE
F7CPS1	F7CPS1_MOUSE
F7CPY7	F7CPY7_MOUSE
F7CSZ6	F7CSZ6_MOUSE
F7CUP3	F7CUP3_MOUSE
F7CXU4	F7CXU4_MOUSE
F7D6J5	F7D6J5_MOUSE
F7D6K4	F7D6K4_MOUSE
F7D926	F7D926_MOUSE
F7F3Q2	TEKT5_RAT
F7VJQ1	APRIO_HUMAN
F8SNU7	F8SNU7_HUMAN
F8TLS5	F8TLS5_HUMAN
F8TLW0	F8TLW0_HUMAN
F8VNT5	F8VNT5_HUMAN
F8VPJ7	F8VPJ7_MOUSE
F8VPK0	SKI3_MOUSE
F8VPK6	F8VPK6_MOUSE
F8VPK8	F8VPK8_MOUSE
F8VPL3	F8VPL3_HUMAN
F8VPM9	F8VPM9_MOUSE
F8VPQ6	F8VPQ6_MOUSE
F8VPT7	F8VPT7_MOUSE
F8VPU0	F8VPU0_MOUSE
F8VPU6	USP9Y_MOUSE
F8VPY0	F8VPY0_MOUSE
F8VPY2	F8VPY2_MOUSE
F8VPY8	OCAT2_MOUSE
F8VPZ1	F8VPZ1_MOUSE
F8VQ15	F8VQ15_MOUSE
F8VQ42	F8VQ42_MOUSE
F8VQ52	F8VQ52_MOUSE
F8VQ72	F8VQ72_MOUSE
F8VQ75	F8VQ75_MOUSE
F8VQ87	F8VQ87_MOUSE
F8VQ95	F8VQ95_MOUSE
F8VQB8	F8VQB8_MOUSE
F8VQC1	F8VQC1_MOUSE
F8VQC9	F8VQC9_MOUSE
F8VQE2	F8VQE2_MOUSE
F8VQE9	F8VQE9_MOUSE
F8VQG4	F8VQG4_MOUSE
F8VQH7	F8VQH7_MOUSE
F8VQK3	F8VQK3_MOUSE
F8VQK4	F8VQK4_MOUSE
F8VQK5	F8VQK5_MOUSE
F8VQM0	F8VQM0_MOUSE
F8VQM5	F8VQM5_MOUSE
F8VQQ4	F8VQQ4_HUMAN
F8VR31	F8VR31_HUMAN
F8VRH6	F8VRH6_HUMAN
F8VSL3	F8VSL3_HUMAN
F8VTQ9	F8VTQ9_HUMAN
F8VU39	F8VU39_HUMAN
F8VU68	F8VU68_HUMAN
F8VUA2	F8VUA2_HUMAN
F8VUA6	F8VUA6_HUMAN
F8VUB4	F8VUB4_HUMAN
F8VUG4	F8VUG4_HUMAN
F8VUJ3	F8VUJ3_HUMAN
F8VUV1	F8VUV1_HUMAN
F8VUX9	F8VUX9_HUMAN
F8VV52	F8VV52_HUMAN
F8VV56	F8VV56_HUMAN
F8VV64	F8VV64_HUMAN
F8VVM2	F8VVM2_HUMAN
F8VVS7	F8VVS7_HUMAN
F8VVT7	F8VVT7_HUMAN
F8VWK8	F8VWK8_HUMAN
F8VWQ0	F8VWQ0_HUMAN
F8VWR4	F8VWR4_HUMAN
F8VX10	F8VX10_HUMAN
F8VX42	F8VX42_HUMAN
F8VX60	F8VX60_HUMAN
F8VXI8	F8VXI8_HUMAN
F8VXS0	F8VXS0_HUMAN
F8VXZ5	F8VXZ5_HUMAN
F8VYE8	F8VYE8_HUMAN
F8VZ44	F8VZ44_HUMAN
F8VZG9	F8VZG9_HUMAN
F8VZN8	F8VZN8_HUMAN
F8VZQ9	F8VZQ9_HUMAN
F8W022	F8W022_HUMAN
F8W0N2	F8W0N2_HUMAN
F8W0S2	F8W0S2_HUMAN
F8W0W8	F8W0W8_HUMAN
F8W1B3	F8W1B3_HUMAN
F8W1J4	F8W1J4_HUMAN
F8W6C1	F8W6C1_HUMAN
F8W6N3	F8W6N3_HUMAN
F8W6Z2	F8W6Z2_HUMAN
F8W733	F8W733_HUMAN
F8W7U8	F8W7U8_HUMAN
F8W808	F8W808_HUMAN
F8W883	F8W883_HUMAN
F8W8C2	F8W8C2_HUMAN
F8W8D3	F8W8D3_HUMAN
F8W8F5	F8W8F5_HUMAN
F8W8I6	F8W8I6_HUMAN
F8W8J5	F8W8J5_HUMAN
F8W8W4	F8W8W4_HUMAN
F8W930	F8W930_HUMAN
F8W9A8	F8W9A8_HUMAN
F8W9K7	F8W9K7_HUMAN
F8W9R5	F8W9R5_HUMAN
F8W9S7	F8W9S7_HUMAN
F8W9U3	F8W9U3_HUMAN
F8W9Z1	F8W9Z1_HUMAN
F8WA39	F8WA39_HUMAN
F8WAN0	F8WAN0_HUMAN
F8WB53	F8WB53_HUMAN
F8WBA3	F8WBA3_HUMAN
F8WBE6	F8WBE6_HUMAN
F8WC68	F8WC68_HUMAN
F8WCE5	F8WCE5_HUMAN
F8WCM8	F8WCM8_HUMAN
F8WCR4	F8WCR4_HUMAN
F8WCU9	F8WCU9_HUMAN
F8WDU6	F8WDU6_HUMAN
F8WE49	F8WE49_HUMAN
F8WE88	F8WE88_HUMAN
F8WET0	F8WET0_HUMAN
F8WGD4	F8WGD4_MOUSE
F8WGF8	F8WGF8_MOUSE
F8WGN6	F8WGN6_MOUSE
F8WGR0	F8WGR0_MOUSE
F8WH10	F8WH10_MOUSE
F8WH20	F8WH20_MOUSE
F8WHD8	F8WHD8_MOUSE
F8WHK3	F8WHK3_MOUSE
F8WHL1	F8WHL1_MOUSE
F8WHM0	F8WHM0_MOUSE
F8WHN7	F8WHN7_MOUSE
F8WHT2	F8WHT2_MOUSE
F8WHU7	F8WHU7_MOUSE
F8WHW6	F8WHW6_MOUSE
F8WHX0	F8WHX0_MOUSE
F8WHY8	F8WHY8_MOUSE
F8WHZ9	F8WHZ9_MOUSE
F8WI08	F8WI08_MOUSE
F8WI14	F8WI14_MOUSE
F8WI18	F8WI18_MOUSE
F8WI26	F8WI26_MOUSE
F8WI37	F8WI37_MOUSE
F8WI93	F8WI93_MOUSE
F8WIC0	F8WIC0_MOUSE
F8WIE5	F8WIE5_MOUSE
F8WIN9	F8WIN9_MOUSE
F8WIR1	F8WIR1_MOUSE
F8WIZ7	F8WIZ7_MOUSE
F8WJ40	F8WJ40_MOUSE
F8WJ48	F8WJ48_MOUSE
F8WJ93	F8WJ93_MOUSE
F8WJA0	F8WJA0_MOUSE
F8WJA1	F8WJA1_MOUSE
F8WJB9	F8WJB9_MOUSE
F8WJC4	F8WJC4_MOUSE
F8WJL1	F8WJL1_MOUSE
F8WJN3	F8WJN3_HUMAN
G0XYF0	G0XYF0_MOUSE
G0XYF1	G0XYF1_MOUSE
G0XYF2	G0XYF2_MOUSE
G0XYF3	G0XYF3_MOUSE
G0XYF4	G0XYF4_MOUSE
G0XYF5	G0XYF5_MOUSE
G0XYF7	G0XYF7_MOUSE
G0XYF9	G0XYF9_MOUSE
G0XYG0	G0XYG0_MOUSE
G0XYG8	G0XYG8_MOUSE
G0XYH3	G0XYH3_MOUSE
G0XYH7	G0XYH7_MOUSE
G0XYH9	G0XYH9_MOUSE
G0XYI0	G0XYI0_MOUSE
G0Z067	G0Z067_HUMAN
G0Z068	G0Z068_HUMAN
G0Z069	G0Z069_HUMAN
G0Z070	G0Z070_HUMAN
G0Z071	G0Z071_HUMAN
G1FTT7	G1FTT7_HUMAN
G1K381	G1K381_MOUSE
G1UI32	G1UI32_HUMAN
G1UI34	G1UI34_HUMAN
G1UI38	G1UI38_HUMAN
G3BKC9	G3BKC9_MOUSE
G3BKD1	G3BKD1_MOUSE
G3C9Y3	G3C9Y3_HUMAN
G3C9Z6	G3C9Z6_HUMAN
G3CA09	G3CA09_HUMAN
G3CA48	G3CA48_HUMAN
G3EBF7	G3EBF7_HUMAN
G3FEZ6	G3FEZ6_MOUSE
G3UVU2	G3UVU2_MOUSE
G3UVU9	G3UVU9_MOUSE
G3UVV4	G3UVV4_MOUSE
G3UVV6	G3UVV6_MOUSE
G3UVV7	G3UVV7_MOUSE
G3UW39	G3UW39_MOUSE
G3UW47	G3UW47_MOUSE
G3UW83	G3UW83_MOUSE
G3UWA8	G3UWA8_MOUSE
G3UWC2	G3UWC2_MOUSE
G3UWD3	G3UWD3_MOUSE
G3UWD5	AKAI1_MOUSE
G3UWD8	G3UWD8_MOUSE
G3UWD9	G3UWD9_MOUSE
G3UWE8	G3UWE8_MOUSE
G3UWK0	G3UWK0_MOUSE
G3UWK6	G3UWK6_MOUSE
G3UWN5	G3UWN5_MOUSE
G3UWP7	G3UWP7_MOUSE
G3UWU8	G3UWU8_MOUSE
G3UWV3	G3UWV3_MOUSE
G3UWV4	G3UWV4_MOUSE
G3UWW3	G3UWW3_MOUSE
G3UWW4	G3UWW4_MOUSE
G3UWX1	G3UWX1_MOUSE
G3UX55	G3UX55_MOUSE
G3UX60	G3UX60_MOUSE
G3UX82	G3UX82_MOUSE
G3UXA8	G3UXA8_MOUSE
G3UXB4	G3UXB4_MOUSE
G3UXD3	G3UXD3_MOUSE
G3UXE9	G3UXE9_MOUSE
G3UXI7	G3UXI7_MOUSE
G3UXL2	G3UXL2_MOUSE
G3UXL6	G3UXL6_MOUSE
G3UXM0	G3UXM0_MOUSE
G3UXM5	G3UXM5_MOUSE
G3UXS1	G3UXS1_MOUSE
G3UXT0	G3UXT0_MOUSE
G3UXT8	G3UXT8_MOUSE
G3UXU1	G3UXU1_MOUSE
G3UY44	G3UY44_MOUSE
G3UY75	G3UY75_MOUSE
G3UYC2	G3UYC2_MOUSE
G3UYC3	G3UYC3_MOUSE
G3UYC5	G3UYC5_MOUSE
G3UYK2	G3UYK2_MOUSE
G3UYQ2	G3UYQ2_MOUSE
G3UYS2	G3UYS2_MOUSE
G3UYS3	G3UYS3_MOUSE
G3UYU6	G3UYU6_MOUSE
G3UYW1	G3UYW1_MOUSE
G3UYX5	RGS22_MOUSE
G3UYY2	G3UYY2_MOUSE
G3UYZ0	G3UYZ0_MOUSE
G3UZ35	G3UZ35_MOUSE
G3UZ38	G3UZ38_MOUSE
G3UZ39	G3UZ39_MOUSE
G3UZC4	G3UZC4_MOUSE
G3UZD6	G3UZD6_MOUSE
G3UZM4	G3UZM4_MOUSE
G3UZM6	G3UZM6_MOUSE
G3UZM8	G3UZM8_MOUSE
G3UZN8	G3UZN8_MOUSE
G3UZP8	G3UZP8_MOUSE
G3UZT2	G3UZT2_MOUSE
G3UZT6	G3UZT6_MOUSE
G3UZW8	G3UZW8_MOUSE
G3V013	G3V013_MOUSE
G3V023	G3V023_MOUSE
G3V0E4	G3V0E4_HUMAN
G3V0G3	G3V0G3_HUMAN
G3V0I5	G3V0I5_HUMAN
G3V0I8	G3V0I8_HUMAN
G3V105	G3V105_HUMAN
G3V112	G3V112_HUMAN
G3V140	G3V140_HUMAN
G3V150	G3V150_HUMAN
G3V158	G3V158_HUMAN
G3V164	G3V164_HUMAN
G3V169	G3V169_HUMAN
G3V170	G3V170_HUMAN
G3V174	G3V174_HUMAN
G3V180	G3V180_HUMAN
G3V186	G3V186_HUMAN
G3V196	G3V196_HUMAN
G3V1D3	G3V1D3_HUMAN
G3V1J5	G3V1J5_HUMAN
G3V1L9	G3V1L9_HUMAN
G3V1Q4	G3V1Q4_HUMAN
G3V1R5	G3V1R5_HUMAN
G3V1S7	G3V1S7_HUMAN
G3V1X1	G3V1X1_HUMAN
G3V226	G3V226_HUMAN
G3V241	G3V241_HUMAN
G3V256	G3V256_HUMAN
G3V2A3	G3V2A3_HUMAN
G3V2A4	G3V2A4_HUMAN
G3V2D5	G3V2D5_HUMAN
G3V2F4	G3V2F4_HUMAN
G3V2G1	G3V2G1_HUMAN
G3V2G7	G3V2G7_HUMAN
G3V2J7	G3V2J7_HUMAN
G3V2P5	G3V2P5_HUMAN
G3V2W0	G3V2W0_HUMAN
G3V323	G3V323_HUMAN
G3V328	G3V328_HUMAN
G3V342	G3V342_HUMAN
G3V359	G3V359_HUMAN
G3V3C7	G3V3C7_HUMAN
G3V3F7	G3V3F7_HUMAN
G3V3G0	G3V3G0_HUMAN
G3V3H7	G3V3H7_HUMAN
G3V3I4	G3V3I4_HUMAN
G3V3I7	G3V3I7_HUMAN
G3V3K1	G3V3K1_HUMAN
G3V3R6	G3V3R6_HUMAN
G3V3R7	G3V3R7_HUMAN
G3V3X5	G3V3X5_HUMAN
G3V3Y8	G3V3Y8_HUMAN
G3V3Z0	G3V3Z0_HUMAN
G3V461	G3V461_HUMAN
G3V480	G3V480_HUMAN
G3V483	G3V483_HUMAN
G3V4F7	G3V4F7_HUMAN
G3V4J6	G3V4J6_HUMAN
G3V4N7	G3V4N7_HUMAN
G3V4P4	G3V4P4_HUMAN
G3V4Q6	G3V4Q6_HUMAN
G3V4T0	G3V4T0_HUMAN
G3V4T6	G3V4T6_HUMAN
G3V4T8	G3V4T8_HUMAN
G3V4U0	G3V4U0_HUMAN
G3V4U9	G3V4U9_HUMAN
G3V4W5	G3V4W5_HUMAN
G3V4X0	G3V4X0_HUMAN
G3V529	G3V529_HUMAN
G3V562	G3V562_HUMAN
G3V599	G3V599_HUMAN
G3V5D9	G3V5D9_HUMAN
G3V5I6	G3V5I6_HUMAN
G3V5L0	G3V5L0_HUMAN
G3V5M0	G3V5M0_HUMAN
G3V5M2	G3V5M2_HUMAN
G3V5T9	G3V5T9_HUMAN
G3V5V0	G3V5V0_HUMAN
G3V5X7	G3V5X7_HUMAN
G3V5Z7	G3V5Z7_HUMAN
G3V645	OASL1_RAT
G3V8Y7	AP4AT_RAT
G3V9A7	MTFR1_RAT
G3V9R3	ST1D1_RAT
G3X8P5	G3X8P5_MOUSE
G3X8P6	G3X8P6_MOUSE
G3X8Q6	G3X8Q6_MOUSE
G3X8R4	G3X8R4_MOUSE
G3X8R8	G3X8R8_MOUSE
G3X8T0	G3X8T0_MOUSE
G3X8T7	G3X8T7_MOUSE
G3X8U3	QNG1_MOUSE
G3X8V6	G3X8V6_MOUSE
G3X8X7	G3X8X7_MOUSE
G3X8Y7	G3X8Y7_MOUSE
G3X8Z6	G3X8Z6_MOUSE
G3X905	G3X905_MOUSE
G3X907	G3X907_MOUSE
G3X908	G3X908_MOUSE
G3X914	G3X914_MOUSE
G3X925	G3X925_MOUSE
G3X940	G3X940_MOUSE
G3X942	G3X942_MOUSE
G3X946	G3X946_MOUSE
G3X967	G3X967_MOUSE
G3X973	G3X973_MOUSE
G3X975	G3X975_MOUSE
G3X9B1	G3X9B1_MOUSE
G3X9D2	G3X9D2_MOUSE
G3X9F2	G3X9F2_MOUSE
G3X9F5	G3X9F5_MOUSE
G3X9G2	G3X9G2_MOUSE
G3X9H1	G3X9H1_MOUSE
G3X9H8	G3X9H8_MOUSE
G3X9N0	G3X9N0_MOUSE
G3X9N1	G3X9N1_MOUSE
G3X9N5	G3X9N5_MOUSE
G3X9R7	RN148_MOUSE
G3X9U0	G3X9U0_MOUSE
G3X9U1	OBOX6_MOUSE
G3X9Y5	G3X9Y5_MOUSE
G3X9Y9	G3X9Y9_MOUSE
G3X9Z7	G3X9Z7_MOUSE
G3X9Z8	G3X9Z8_MOUSE
G3XA02	G3XA02_MOUSE
G3XA13	G3XA13_MOUSE
G3XA17	G3XA17_MOUSE
G3XA20	G3XA20_MOUSE
G3XA25	G3XA25_MOUSE
G3XA35	G3XA35_MOUSE
G3XA48	G3XA48_MOUSE
G3XA83	G3XA83_HUMAN
G3XA98	G3XA98_HUMAN
G3XAA4	G3XAA4_HUMAN
G3XAH6	G3XAH6_HUMAN
G3XAI2	G3XAI2_HUMAN
G3XAK1	G3XAK1_HUMAN
G3XAK4	G3XAK4_HUMAN
G3XAM2	G3XAM2_HUMAN
G3XAM7	G3XAM7_HUMAN
G3XAP6	G3XAP6_HUMAN
G3XL49	G3XL49_HUMAN
G3XL83	G3XL83_HUMAN
G4U4J3	G4U4J3_HUMAN
G4V2I8	G4V2I8_HUMAN
G4V2I9	G4V2I9_HUMAN
G4V4Z1	G4V4Z1_MOUSE
G4WK10	G4WK10_MOUSE
G4Y0P1	G4Y0P1_HUMAN
G5CPP0	G5CPP0_MOUSE
G5D810	G5D810_HUMAN
G5D823	G5D823_HUMAN
G5D862	G5D862_HUMAN
G5D8B4	G5D8B4_HUMAN
G5D8E0	G5D8E0_HUMAN
G5D8K5	G5D8K5_HUMAN
G5D8N1	G5D8N1_HUMAN
G5D8R7	G5D8R7_HUMAN
G5DDB7	G5DDB7_MOUSE
G5E811	G5E811_MOUSE
G5E828	G5E828_MOUSE
G5E832	G5E832_MOUSE
G5E866	G5E866_MOUSE
G5E869	ZN142_MOUSE
G5E872	RNPL1_MOUSE
G5E874	G5E874_MOUSE
G5E881	G5E881_MOUSE
G5E891	G5E891_MOUSE
G5E895	G5E895_MOUSE
G5E898	G5E898_MOUSE
G5E8A0	G5E8A0_MOUSE
G5E8A9	G5E8A9_MOUSE
G5E8C4	G5E8C4_MOUSE
G5E8D5	G5E8D5_MOUSE
G5E8F4	FPGT_MOUSE
G5E8G5	G5E8G5_MOUSE
G5E8G6	G5E8G6_MOUSE
G5E8H1	G5E8H1_MOUSE
G5E8J2	G5E8J2_MOUSE
G5E8J3	G5E8J3_MOUSE
G5E8K6	MOT6_MOUSE
G5E8L8	G5E8L8_MOUSE
G5E8N3	G5E8N3_MOUSE
G5E8N7	G5E8N7_MOUSE
G5E8P0	GCP6_MOUSE
G5E8R3	G5E8R3_MOUSE
G5E8S8	G5E8S8_MOUSE
G5E8T2	G5E8T2_MOUSE
G5E8T9	G5E8T9_MOUSE
G5E8U4	G5E8U4_MOUSE
G5E8Y0	G5E8Y0_MOUSE
G5E8Z4	G5E8Z4_MOUSE
G5E8Z6	G5E8Z6_MOUSE
G5E902	G5E902_MOUSE
G5E948	G5E948_HUMAN
G5E953	G5E953_HUMAN
G5E971	G5E971_HUMAN
G5E977	G5E977_HUMAN
G5E9A6	G5E9A6_HUMAN
G5E9C5	G5E9C5_HUMAN
G5E9D5	G5E9D5_HUMAN
G5E9E7	G5E9E7_HUMAN
G5E9G0	G5E9G0_HUMAN
G5E9G1	G5E9G1_HUMAN
G5E9G7	G5E9G7_HUMAN
G5E9L9	G5E9L9_HUMAN
G5E9Q7	G5E9Q7_HUMAN
G5E9R7	KR416_HUMAN
G5E9W0	G5E9W0_HUMAN
G5E9Z2	G5E9Z2_HUMAN
G5E9Z4	G5E9Z4_HUMAN
G5E9Z6	G5E9Z6_HUMAN
G5EA06	G5EA06_HUMAN
G5EA20	G5EA20_HUMAN
G5EA25	G5EA25_HUMAN
G5EA30	G5EA30_HUMAN
G5EA36	G5EA36_HUMAN
G5EA50	G5EA50_HUMAN
G5EMR8	G5EMR8_HUMAN
G8DM24	G8DM24_MOUSE
G8DM25	G8DM25_MOUSE
G8DM28	G8DM28_MOUSE
G8I0D8	G8I0D8_HUMAN
G8JL84	G8JL84_MOUSE
G8JL98	G8JL98_HUMAN
G8JLG1	G8JLG1_HUMAN
G8JLH2	G8JLH2_HUMAN
G8JLH9	G8JLH9_HUMAN
G8JLP4	G8JLP4_HUMAN
G8XSM1	G8XSM1_MOUSE
G8XUU6	G8XUU6_HUMAN
G9C7X1	G9C7X1_HUMAN
G9FP35	G9FP35_HUMAN
G9FXD6	G9FXD6_HUMAN
G9FZ34	G9FZ34_HUMAN
G9JXB8	G9JXB8_HUMAN
G9LC85	G9LC85_HUMAN
G9LDZ6	G9LDZ6_HUMAN
G9LH64	G9LH64_HUMAN
G9LIE3	G9LIE3_HUMAN
G9LKL0	G9LKL0_HUMAN
G9LKS5	G9LKS5_HUMAN
G9LLD3	G9LLD3_HUMAN
G9LLS6	G9LLS6_HUMAN
G9LMG0	G9LMG0_HUMAN
G9LML2	G9LML2_HUMAN
G9M4M6	G9M4M6_MOUSE
G9MCL2	G9MCL2_HUMAN
G9MCL5	G9MCL5_HUMAN
H0Y2L7	H0Y2L7_HUMAN
H0Y2P0	H0Y2P0_HUMAN
H0Y2V8	H0Y2V8_HUMAN
H0Y2Y8	H0Y2Y8_HUMAN
H0Y325	H0Y325_HUMAN
H0Y326	H0Y326_HUMAN
H0Y343	H0Y343_HUMAN
H0Y360	H0Y360_HUMAN
H0Y379	H0Y379_HUMAN
H0Y382	H0Y382_HUMAN
H0Y3A8	H0Y3A8_HUMAN
H0Y3H6	H0Y3H6_HUMAN
H0Y3T7	H0Y3T7_HUMAN
H0Y3Y6	H0Y3Y6_HUMAN
H0Y3Z3	H0Y3Z3_HUMAN
H0Y3Z8	H0Y3Z8_HUMAN
H0Y455	H0Y455_HUMAN
H0Y459	H0Y459_HUMAN
H0Y465	H0Y465_HUMAN
H0Y4E8	H0Y4E8_HUMAN
H0Y4N0	H0Y4N0_HUMAN
H0Y4N1	H0Y4N1_HUMAN
H0Y4R1	H0Y4R1_HUMAN
H0Y532	H0Y532_HUMAN
H0Y599	H0Y599_HUMAN
H0Y5A1	H0Y5A1_HUMAN
H0Y5J4	H0Y5J4_HUMAN
H0Y623	H0Y623_HUMAN
H0Y653	H0Y653_HUMAN
H0Y695	H0Y695_HUMAN
H0Y6E5	H0Y6E5_HUMAN
H0Y6G2	H0Y6G2_HUMAN
H0Y6H0	H0Y6H0_HUMAN
H0Y6J0	H0Y6J0_HUMAN
H0Y6K2	H0Y6K2_HUMAN
H0Y6Y4	H0Y6Y4_HUMAN
H0Y711	H0Y711_HUMAN
H0Y746	H0Y746_HUMAN
H0Y7F8	H0Y7F8_HUMAN
H0Y7H1	H0Y7H1_HUMAN
H0Y7K5	H0Y7K5_HUMAN
H0Y7R2	H0Y7R2_HUMAN
H0Y7T5	H0Y7T5_HUMAN
H0Y806	H0Y806_HUMAN
H0Y818	H0Y818_HUMAN
H0Y850	H0Y850_HUMAN
H0Y858	H0Y858_HUMAN
H0Y879	H0Y879_HUMAN
H0Y8B8	H0Y8B8_HUMAN
H0Y8D8	H0Y8D8_HUMAN
H0Y8J6	H0Y8J6_HUMAN
H0Y8J7	H0Y8J7_HUMAN
H0Y8U8	H0Y8U8_HUMAN
H0Y8V6	H0Y8V6_HUMAN
H0Y8W2	H0Y8W2_HUMAN
H0Y900	H0Y900_HUMAN
H0Y938	H0Y938_HUMAN
H0Y950	H0Y950_HUMAN
H0Y956	H0Y956_HUMAN
H0Y987	H0Y987_HUMAN
H0Y9B1	H0Y9B1_HUMAN
H0Y9B6	H0Y9B6_HUMAN
H0Y9C1	H0Y9C1_HUMAN
H0Y9D2	H0Y9D2_HUMAN
H0Y9G5	H0Y9G5_HUMAN
H0Y9N6	H0Y9N6_HUMAN
H0Y9P4	H0Y9P4_HUMAN
H0Y9Q6	H0Y9Q6_HUMAN
H0Y9T6	H0Y9T6_HUMAN
H0Y9V7	H0Y9V7_HUMAN
H0Y9Z5	H0Y9Z5_HUMAN
H0YA04	H0YA04_HUMAN
H0YA46	H0YA46_HUMAN
H0YA48	H0YA48_HUMAN
H0YA82	H0YA82_HUMAN
H0YA83	H0YA83_HUMAN
H0YAA5	H0YAA5_HUMAN
H0YAB0	H0YAB0_HUMAN
H0YAC1	H0YAC1_HUMAN
H0YAC7	H0YAC7_HUMAN
H0YAE8	H0YAE8_HUMAN
H0YAH3	H0YAH3_HUMAN
H0YAH4	H0YAH4_HUMAN
H0YAI0	H0YAI0_HUMAN
H0YAL1	H0YAL1_HUMAN
H0YAL8	H0YAL8_HUMAN
H0YAW0	H0YAW0_HUMAN
H0YAZ1	H0YAZ1_HUMAN
H0YB16	H0YB16_HUMAN
H0YB34	H0YB34_HUMAN
H0YB73	H0YB73_HUMAN
H0YBA1	H0YBA1_HUMAN
H0YBA3	H0YBA3_HUMAN
H0YBP5	H0YBP5_HUMAN
H0YBQ0	H0YBQ0_HUMAN
H0YBX3	H0YBX3_HUMAN
H0YC85	H0YC85_HUMAN
H0YCA8	H0YCA8_HUMAN
H0YCB7	H0YCB7_HUMAN
H0YCD9	H0YCD9_HUMAN
H0YCG2	H0YCG2_HUMAN
H0YCI8	H0YCI8_HUMAN
H0YCJ2	H0YCJ2_HUMAN
H0YCK0	H0YCK0_HUMAN
H0YCQ3	H0YCQ3_HUMAN
H0YCR0	H0YCR0_HUMAN
H0YCS0	H0YCS0_HUMAN
H0YCS9	H0YCS9_HUMAN
H0YCV3	H0YCV3_HUMAN
H0YCV9	H0YCV9_HUMAN
H0YCY5	H0YCY5_HUMAN
H0YCY8	H0YCY8_HUMAN
H0YD13	H0YD13_HUMAN
H0YD17	H0YD17_HUMAN
H0YD36	H0YD36_HUMAN
H0YD65	H0YD65_HUMAN
H0YD75	H0YD75_HUMAN
H0YDD4	H0YDD4_HUMAN
H0YDE3	H0YDE3_HUMAN
H0YDJ3	H0YDJ3_HUMAN
H0YDN1	H0YDN1_HUMAN
H0YDR7	H0YDR7_HUMAN
H0YDU8	H0YDU8_HUMAN
H0YDW7	H0YDW7_HUMAN
H0YDX6	H0YDX6_HUMAN
H0YDY5	H0YDY5_HUMAN
H0YE06	H0YE06_HUMAN
H0YE23	H0YE23_HUMAN
H0YE24	H0YE24_HUMAN
H0YED9	H0YED9_HUMAN
H0YEE1	H0YEE1_HUMAN
H0YEH2	H0YEH2_HUMAN
H0YEK7	H0YEK7_HUMAN
H0YEM1	H0YEM1_HUMAN
H0YEN4	H0YEN4_HUMAN
H0YEN6	H0YEN6_HUMAN
H0YEP0	H0YEP0_HUMAN
H0YEY4	H0YEY4_HUMAN
H0YFI1	H0YFI1_HUMAN
H0YFN7	H0YFN7_HUMAN
H0YFN9	H0YFN9_HUMAN
H0YFW5	H0YFW5_HUMAN
H0YG20	H0YG20_HUMAN
H0YG54	H0YG54_HUMAN
H0YGF3	H0YGF3_HUMAN
H0YGQ1	H0YGQ1_HUMAN
H0YGV7	H0YGV7_HUMAN
H0YGZ5	H0YGZ5_HUMAN
H0YH81	H0YH81_HUMAN
H0YHG0	H0YHG0_HUMAN
H0YHR2	H0YHR2_HUMAN
H0YHS3	H0YHS3_HUMAN
H0YI64	H0YI64_HUMAN
H0YI79	H0YI79_HUMAN
H0YI84	H0YI84_HUMAN
H0YIE0	H0YIE0_HUMAN
H0YIJ6	H0YIJ6_HUMAN
H0YIN6	H0YIN6_HUMAN
H0YIS7	H0YIS7_HUMAN
H0YIV0	H0YIV0_HUMAN
H0YIY6	H0YIY6_HUMAN
H0YJ05	H0YJ05_HUMAN
H0YJA2	H0YJA2_HUMAN
H0YJD4	H0YJD4_HUMAN
H0YJG0	H0YJG0_HUMAN
H0YJH1	H0YJH1_HUMAN
H0YJI9	H0YJI9_HUMAN
H0YJJ9	H0YJJ9_HUMAN
H0YJP0	H0YJP0_HUMAN
H0YJQ7	H0YJQ7_HUMAN
H0YJR5	H0YJR5_HUMAN
H0YJS3	H0YJS3_HUMAN
H0YJV3	H0YJV3_HUMAN
H0YJZ6	H0YJZ6_HUMAN
H0YKC5	H0YKC5_HUMAN
H0YKH8	H0YKH8_HUMAN
H0YKM0	H0YKM0_HUMAN
H0YKP9	H0YKP9_HUMAN
H0YKT8	H0YKT8_HUMAN
H0YKW9	H0YKW9_HUMAN
H0YL72	H0YL72_HUMAN
H0YLB0	H0YLB0_HUMAN
H0YLB7	H0YLB7_HUMAN
H0YLC7	H0YLC7_HUMAN
